seller_id,orders_6m,active_days_6m,revenue_6m,avg_review_6m,risk_group,risk_stage
03a2a6dcbe45d639c4dc2a0d24769c40,9,9,1078.41,4.111111111111111,normal,recoverable
03bd479e1d9484cdb14104d3023f7321,3,3,359.70000000000005,4.333333333333333,normal,low_active
0417b067eeab773d2f7061a726dc477f,13,12,1859.18,3.923076923076923,normal,recoverable
042573af89b6d931f672efaf789d8358,3,3,413.48,3.6666666666666665,normal,low_active
04308b1ee57b6625f47df1d56f00eedf,50,33,34871.0,4.12,normal,recoverable
0432ead42b6c8a0bdf68154add917fdf,51,44,4928.400000000001,4.446428571428571,normal,recoverable
044668ccd5316b12a7cf0d54a156e3e9,3,3,137.8,5.0,risk,low_active
04843805947f0fc584fc1969b6e50fe7,1,1,1400.0,5.0,normal,almost_churn
048c2757535328e0d7dac690ad3c0aae,13,13,2345.3,4.923076923076923,normal,recoverable
04aa0a1c5ce6b222003403a3e11c3cc0,8,8,3715.0,4.2727272727272725,normal,recoverable
04aba03279157f6d4e0fe8ccaf21963c,5,5,616.0,4.8,normal,recoverable
04e38a233f726ef161074ab1c9b0399a,18,14,944.8,3.6818181818181817,normal,recoverable
04ee0ec01589969663ba5967c0e0bdc0,1,1,289.49,5.0,normal,almost_churn
04fdea0c111866e6cf812f1570d6b5bd,10,10,1055.0,3.2,normal,recoverable
0509040ea3fe50071181bbc359eb7738,21,19,950.75,4.260869565217392,normal,recoverable
052577151711aec5c744fe12e66db3e1,4,4,2748.0,2.25,normal,recoverable
054694fa03fe82cec4b7551487331d74,14,12,7187.0,3.466666666666667,normal,recoverable
056b4ada5bbc2c50cc7842547dda6b51,23,21,5099.81,3.9583333333333335,normal,recoverable
0570350b23eda5444f8d1d9544932058,6,6,626.9,5.0,normal,recoverable
05730013efda596306417c3b09302475,4,4,952.0,5.0,normal,recoverable
058cb5aeb36d7c0fcae20fc85d5e0a59,4,4,368.0,3.25,normal,recoverable
058fd0aa2bfdb2274e05e1ae971dabb6,40,32,5038.5,4.357142857142857,normal,recoverable
05a48cc8859962767935ab9087417fbb,1,1,42.9,5.0,risk,almost_churn
05a940b4ecae36cadfd8e93bd9c43257,9,9,908.1,3.888888888888889,normal,recoverable
05aebce0b5c8f0d41b29b686f2d05fd3,2,2,74.99000000000001,5.0,risk,low_active
05ca864204d09595ae591b93ea9cf93d,1,1,179.9,5.0,risk,almost_churn
05d2173d43ea568aa0540eba70d2ca76,44,34,4012.91,4.022222222222222,normal,recoverable
05e107217c7266362fd44b75b2cd4cc4,5,4,193.38,4.125,normal,recoverable
05f51e13da97139648b8125c31e5f51b,56,45,12493.42,4.103448275862069,normal,recoverable
05feb94f19d094d4b0f9281f0b1d4c99,5,5,7665.0,4.6,normal,recoverable
05ff92fedb5be47920fea08e501238b9,16,16,6362.1,4.055555555555555,normal,recoverable
062c325cd6a2b87845fab56b4ec2eeae,2,2,133.22,5.0,risk,low_active
062ce95fa2ad4dfaedfc79260130565f,49,42,6973.6,4.092592592592593,normal,recoverable
06532f10282704ef4c69168b914b77be,8,8,10220.5,4.222222222222222,normal,recoverable
06579cb253ecd5a3a12a9e6eb6bf8f47,37,34,2962.8,3.857142857142857,normal,recoverable
066a6914e1ebf3ea95a216c73a986b91,17,17,2214.11,4.105263157894737,normal,recoverable
0691148aee60ca47977c187804f935ae,23,22,3877.77,3.3076923076923075,normal,recoverable
0692610d8abe24f287e9fae90ea0bbee,4,4,173.99,4.0,risk,recoverable
06a2c3af7b3aee5d69171b0e14f0ee87,326,113,30022.629999999997,3.9395770392749245,normal,recoverable
06bb3a2fe5e7b7a845b13e8fb91bd944,12,12,1078.0,4.6923076923076925,normal,recoverable
06df0c10d34e459d9672bc77388742eb,26,21,9070.0,4.366666666666666,normal,recoverable
06e5eefc71ec47ae763c5c6f8db7064f,11,11,2382.03,4.111111111111111,normal,recoverable
07017df32dc5f2f1d2801e579548d620,7,7,797.49,4.0,normal,recoverable
070d165398b553f3b4b851c216b8a358,10,10,879.89,3.2,normal,recoverable
0725b8c0f3f906e58f70cbe76b7c748c,7,7,989.07,4.105263157894737,normal,recoverable
0743a0239d764b9a0f959a57d07e36ab,4,4,336.96,4.75,normal,recoverable
0747d5bb69f0586cc869d8af4c50f93e,10,10,271.0,4.0,normal,recoverable
0761743cbffb25d7148189e9f1a5f03a,3,3,241.2,4.285714285714286,normal,low_active
077c5fae4bea9500e3737b16f71b9d3a,3,3,20.4,4.333333333333333,risk,low_active
0791d9fc1e30678ecf03d3e55fa108d3,5,5,842.0,2.727272727272727,normal,recoverable
079d295dcbf06ee8bb1b65ba964eb2b6,5,4,349.3,4.8,normal,recoverable
07a9bc7f61396b658ddf3ac534efe44c,1,1,119.9,3.5,risk,almost_churn
07bf9669d84d1f11be443a9dd938f698,9,9,876.0,4.363636363636363,normal,recoverable
07d75e33f2750d97d467fb57e4dfdd8a,2,2,722.4,2.5,normal,low_active
07de60b03d150fb3ea09eab5da5e4c8b,8,8,629.2,4.25,normal,recoverable
07e8e8fc5222bb358e6f259da3197074,2,2,51.8,4.0,risk,low_active
080102cd0a76b09e0dcf55fcacc60e05,23,21,1067.17,4.608695652173913,normal,recoverable
080199a181c46c657dc5aa235411be3b,54,46,9947.44,4.636363636363637,normal,recoverable
08061dc0fc165ed41288cc7acde738ee,3,3,115.9,4.333333333333333,risk,low_active
08084d990eb3f53af056ccbc1730c8a7,11,11,349.7,4.4,normal,recoverable
081acf3de680d554796c9cf041be7bc2,4,4,1597.3,4.125,normal,recoverable
082e0bf4cb865a6533b1e8e498cc0255,5,5,814.9,3.8181818181818183,normal,recoverable
085f6f7e049c996695fb2074fe38d45e,6,6,305.4,3.625,normal,recoverable
08633c14ef2db992c11f840f04fad4cd,50,42,5461.400000000001,4.085714285714285,normal,recoverable
0873d9f8f36123f8d910f4760e788cfb,6,6,7265.59,3.1666666666666665,normal,recoverable
0885aaf116795758dfeb5f1032487bcd,19,18,1669.1000000000001,3.9473684210526314,normal,recoverable
0887a9f087bcd5d9f6642b52f897fc6c,11,8,1493.0,4.363636363636363,normal,recoverable
08ad4ac1388e4420ca531c3edfc46198,6,5,221.61999999999998,2.7142857142857144,normal,recoverable
08cdbae123ff67ca4e36d9d641ce0119,4,4,3098.99,2.4285714285714284,normal,recoverable
08d0949a9a17c027262db1f3c450c26c,5,5,118.5,4.4,risk,recoverable
08d1c9478fb0d7d7fcac9c0da4e82fc7,1,1,538.0,5.0,normal,almost_churn
08d2d642cf72b622b14dde1d2f5eb2f5,5,5,428.0,5.0,normal,recoverable
08f5819815f3d06545011850bd70f0a8,3,3,452.0,4.666666666666667,normal,low_active
091065b789659bc3cd9af9cb3a6253ff,2,2,1359.0,3.5,normal,low_active
0936e1837d0c79253456bbb2ffaaef10,1,1,38.9,5.0,risk,almost_churn
093805f8f2aeb63881444571e1f48f30,22,22,1215.79,3.814814814814815,normal,recoverable
094ced053e257ae8cae57205592d6712,19,17,1519.2,4.052631578947368,normal,recoverable
0951a6e282947e09cd47969f4ed0b47f,7,7,492.3,4.857142857142857,normal,recoverable
09883d9ab71c8fe8a9bfc7fc3075b07e,3,3,189.70000000000002,4.0,risk,low_active
099095b050cfe8eb1ddff5317587e96e,16,16,4763.84,2.8947368421052633,normal,recoverable
09bad886111255c5b5030314fc7f1a4a,5,5,487.5,5.0,normal,recoverable
09f952a5f58d2285b0372551ae8f9b01,14,14,4085.54,3.933333333333333,normal,recoverable
0a198e95d32b1be2da9424c962a6ebfa,1,1,69.99,5.0,risk,almost_churn
0a82f5fb06a4fe4ac2cf7cb412ec71b8,2,2,462.0,5.0,normal,low_active
0a85ebe4e328db81ac9109781205e2f7,12,11,667.9,4.583333333333333,normal,recoverable
0aa124728afc1131dff5655f4c6f487b,2,2,850.92,1.0,normal,low_active
0aa2205ca24f113f4658a5c536667426,4,4,815.62,2.8181818181818183,normal,recoverable
0ac4201fda2c68ebc0e47cb9423cf3c9,5,4,557.96,4.666666666666667,normal,recoverable
0ad80de75c811326389cfb1daba7d45e,6,6,1449.3999999999999,5.0,normal,recoverable
0adac9fbd9a2b63cccaac4f8756c1ca8,37,32,3628.3900000000003,4.1875,normal,recoverable
0ade5cc4a305ed7093a23f68ca47519c,2,2,158.88,5.0,risk,low_active
0aea4c6ae1505b3228ddf3dd7822ee5b,6,6,1103.93,3.5,normal,recoverable
0af2ab31141893d26aca5a404a537dab,1,1,59.0,5.0,risk,almost_churn
0af977692321d895349eded183341d28,2,2,257.75,4.5,normal,low_active
0afccdb8a34ee5c79f7c06faf2b4d56e,16,15,866.4,4.3125,normal,recoverable
0b09101900100c0e9d312861fad5a1b9,1,1,153.75,4.0,risk,almost_churn
0b0ddbc7b9d9584f442c7ac92b0ff6c9,3,3,1416.76,4.666666666666667,normal,low_active
0b18d63d0cd1d723567903fd34a07df2,6,6,1086.46,4.888888888888889,normal,recoverable
0b1ca3ef18a63d7eb0c8897fa0849c08,1,1,55.0,5.0,risk,almost_churn
0b35c634521043bf4b47e21547b99ab5,44,40,11827.35,3.566666666666667,normal,recoverable
0b36063d5818f81ccb94b54adfaebbf5,1,1,765.0,5.0,normal,almost_churn
0b3f27369a4d8df98f7eb91077e438ac,2,2,146.51,3.6666666666666665,risk,low_active
0b46f784306be7200ca1700aa55d819f,1,1,19.9,5.0,risk,almost_churn
0b64bcdb0784abc139af04077d49a20e,4,4,137.6,4.75,risk,recoverable
0b90b6df587eb83608a64ea8b390cf07,133,74,24408.3,3.8563218390804597,normal,recoverable
0bae85eb84b9fb3bd773911e89288d54,41,36,2507.55,4.186046511627907,normal,recoverable
0bb27263628258b8111a0262769fa9db,1,1,22.2,5.0,risk,almost_churn
0bb738e4d789e63e2267697c42d35a2d,4,4,99.5,4.4,risk,recoverable
0be8ff43f22e456b4e0371b2245e4d01,23,20,1767.9,4.34375,normal,recoverable
0bebbb2cea103a4a020c95d43fd7d754,9,8,1367.2,4.888888888888889,normal,recoverable
0bf0150d5b9d60d9cd2906003332f085,12,11,1158.3,3.9411764705882355,normal,recoverable
0bfd0b434243adc5c2e1aa6baf19c6aa,6,6,371.20000000000005,3.6666666666666665,normal,recoverable
0c7533c71df861ec58ad7ff999ed0e8d,32,30,1359.6,4.0,normal,recoverable
0c7f30ae9b147eca07affbef92832a6a,5,5,479.5,5.0,normal,recoverable
0c8380b62e38e8a1e6adbeba7eb9688c,68,39,6612.1900000000005,4.10126582278481,normal,recoverable
0cab2da43793a6f3c5ed8514c5f54627,3,3,309.70000000000005,5.0,normal,low_active
0cbcee27c791afa0cdcb08587a2013a8,5,5,820.0,3.5,normal,recoverable
0d33a55da925bbf1ff02af5f6059fc7f,13,13,295.7,4.2,normal,recoverable
0d4c8269e7f0401201794deef160edd6,3,3,792.64,4.0,normal,low_active
0d83f8e03188682112cc0d93523705cc,4,4,696.26,2.75,normal,recoverable
0d85bbda9889ce1f7e63778d24f346eb,37,31,2677.1,4.230769230769231,normal,recoverable
0daf5180aa44356f60f8effa533b55a2,2,2,144.8,5.0,risk,low_active
0db783cfcd3b73998abc6e10e59a102f,28,24,2117.8,3.6551724137931036,normal,recoverable
0dd184061fb0eaa7ca37932c68ab91c5,138,87,16136.95,3.937888198757764,normal,recoverable
0ddefe3c7a032b91f4e25b9c3a08fca1,9,8,402.9,4.5,normal,recoverable
0df3984f9dfb3d49ac6366acbd3bbb85,25,23,3178.9,4.76,normal,recoverable
0dfbed20065e425d2eaefb101f9816c0,3,3,84.35,2.6666666666666665,risk,low_active
0e44d110fa6a54e121cb2c095a77762f,5,5,189.24,4.2,risk,recoverable
0e72c1a751b496722a6cb1f10653b62a,3,3,140.8,4.666666666666667,risk,low_active
0e982cff76cc0579f632cea8a0e38c9d,4,4,713.44,3.125,normal,recoverable
0ea22c1cfbdc755f86b9b54b39c16043,51,35,2598.8,4.328125,normal,recoverable
0eaa7e33d73809f1f925f7d07c506cbd,9,7,990.0,4.555555555555555,normal,recoverable
0ebd97a106433a45a4aebe57c1799778,13,13,1408.7,4.0,normal,recoverable
0ec28cec4046a4a199b6de9b4c891d97,3,3,296.6,5.0,normal,low_active
0ed6ce5d87fd9c69eaacaeb778d67235,16,15,1033.4,4.3125,normal,recoverable
0ee4fb99ac55ffbbc98795aa01b7f8fa,1,1,59.9,5.0,risk,almost_churn
0ef83d7d83ed97cd2a0049ac8be5f88a,43,36,3869.88,4.28,normal,recoverable
0f0c984a4a955310903b6b6008660bad,4,4,369.81,3.75,normal,recoverable
0f519b0d2e5eb2227c93dd25038bfc01,1,1,79.9,5.0,risk,almost_churn
0f7eea709efdf942b5f95c7516dbacd7,3,3,195.74,4.0,normal,low_active
0f80a40c312b2472dca482cf50f5186f,1,1,129.9,3.0,risk,almost_churn
0f94588695d71662beec8d883ffacf09,1,1,9.0,5.0,risk,almost_churn
0fe2d9733ed841eb064503920015a8c0,3,3,389.64,4.666666666666667,normal,low_active
0ff83046c3fa22efee8ecf291888b191,5,5,349.5,4.8,normal,recoverable
0ffa40d54288e4f3499b8780dd0f144f,33,27,2162.8,4.4,normal,recoverable
10076e5788b8ee532724bcd460baf762,8,8,261.2,4.125,normal,recoverable
10089e9f2fd0c668a8fd4e52e1698888,2,2,780.0,4.0,normal,low_active
101921376b577a4540dc30e9009133ca,1,1,373.0,2.0,normal,almost_churn
101a3a003516bc11253298b2fad3cb65,5,4,450.0,4.833333333333333,normal,recoverable
1025f0e2d44d7041d6cf58b6550e0bfa,244,109,35186.04,3.850117096018735,normal,recoverable
10264f60a8f0a4d2f30810f5c661c673,4,4,284.6,5.0,normal,recoverable
1099a00e0ee3a50935e6c2447ca090c5,3,3,849.6999999999999,3.6666666666666665,normal,low_active
10cdd491d1dbea8fb4ead97b19c334ce,3,3,208.9,5.0,normal,low_active
10ff823eda2b032e2c93d17a7d294736,5,5,786.27,3.0,normal,recoverable
112453736dbe3889cfb74e1aaa0ba0c1,7,7,1890.0,4.071428571428571,normal,recoverable
1127b7f2594683f2510f1c2c834a486b,43,38,2374.34,4.1568627450980395,normal,recoverable
11305281b50fff20ae8bb473f8e11876,5,5,869.6600000000001,4.857142857142857,normal,recoverable
113e3a788b935f48aad63e1c41dac1bd,17,17,371.35,4.238095238095238,normal,recoverable
116ccb1a1604bc88e4d234a8c23f33de,44,40,1411.59,4.611111111111111,normal,recoverable
11742f81550ac064cc9a40f67151d9ad,2,2,781.9,5.0,normal,low_active
117cfc326c6d50da67ca858ff5c0c852,5,4,454.6,4.6,normal,recoverable
11938fcc75f6902fea1d0a6f72b54a57,2,2,594.98,3.0,normal,low_active
119c7f1a00ef43fad0e57604e76a747c,2,2,189.8,4.5,risk,low_active
119d1aef1b4144adba89163f6cd9f5d4,4,4,1094.0,4.75,normal,recoverable
11bfa66332777660bd0640ee84d47006,51,42,2615.81,3.6857142857142855,normal,recoverable
11d4c477d09821164bca4f70a2eae031,3,3,83.04,5.0,risk,low_active
11eac105f3f90a9b87b19c89d91e24f3,5,5,802.89,3.6,normal,recoverable
11fb6f6d341adbe19e81733701704635,3,3,1197.0,5.0,normal,low_active
120476eb7a04c149d14772edaf5d9bf2,4,4,2368.8,3.8333333333333335,normal,recoverable
1284de4ae8aa26997e748c851557cf0e,3,3,1459.97,2.6666666666666665,normal,low_active
128639473a139ac0f3e5f5ade55873a5,151,101,3079.75,4.248366013071895,normal,recoverable
128f9bfbe4c7d5185033914b1de3d39a,11,11,1071.59,4.75,normal,recoverable
12a8eb0f8d1cd3270695bf2a99f55966,2,2,397.0,3.5,normal,low_active
12b9676b00f60f3b700e83af21824c0e,46,37,9232.0,4.630434782608695,normal,recoverable
12c2ed9cded6138cf0c75f525f565fc7,3,3,214.97,4.333333333333333,normal,low_active
13074f016982ff2bd6c58ced8682f000,11,11,1609.0,4.083333333333333,normal,recoverable
131fcb0a0c9a47bba4474aacff0f14b7,4,4,369.8,4.0,normal,recoverable
1336efc61c316ddf92c899eb817f7cae,25,24,1462.51,3.689655172413793,normal,recoverable
134285d1f41da5c13a756ee8142c8a4e,3,2,1572.6999999999998,2.75,normal,low_active
134a288e7de827ec5ec62e3ec9c3a295,9,9,877.45,4.777777777777778,normal,recoverable
134b867a0f7f8bbe6abf10f91874891e,1,1,789.89,4.0,normal,almost_churn
13511db12ac61e2f89c53b72a944a60b,6,6,798.0,3.5,normal,recoverable
1352e06ae67b410cdae0b2a22361167b,4,3,696.0,2.3333333333333335,normal,recoverable
1354d51653f645349064725ed204e85e,7,6,890.0,3.625,normal,recoverable
138dbe45fc62f1e244378131a6801526,49,39,1125.56,3.9827586206896552,normal,recoverable
139157dd4daa45c25b0807ffff348363,1,1,29.9,4.0,risk,almost_churn
13c2ed7698b3ca92dad49e849219da59,6,6,430.61,4.857142857142857,normal,recoverable
13d058e4eeac2ce8217660b2f8a05812,13,13,2119.87,4.076923076923077,normal,recoverable
13d95f0f6f73943d4ceffad0fc2cd32c,1,1,249.99,3.0,normal,almost_churn
13dd308f81fea30cc670c656b2b46cc3,3,3,117.69999999999999,5.0,risk,low_active
13e85aac53340018b40c2af68001b7e0,1,1,17.8,5.0,risk,almost_churn
13f57c12a00ed4610db646b913a7f5c6,6,6,576.3,4.75,normal,recoverable
13fa2a6c6b9d0f43cb588d7c82117a12,9,9,4528.0,4.090909090909091,normal,recoverable
141440cad9341e553f8401c574a2aa38,11,9,1288.2,4.166666666666667,normal,recoverable
1430239a858e7682bbc43b20758af153,11,11,400.89,4.0,normal,recoverable
1444c08e64d55fb3c25f0f09c07ffcf2,1,1,2749.0,1.0,normal,almost_churn
1464afc72f696af775557a821c2e253f,12,11,421.96999999999997,3.6923076923076925,normal,recoverable
14a08204d03bb6b6bde8029f801ae0eb,28,23,2185.4,3.8157894736842106,normal,recoverable
14d7985702e72162bbf13b6beb74ab2b,7,7,516.0,4.428571428571429,normal,recoverable
14ee35374a7876217954b5fa08e50463,6,5,809.0,4.333333333333333,normal,recoverable
14f2b3587172b9db894c9bad8dab520b,2,2,244.0,2.5,normal,low_active
152ee17e4c8aaf53dac99f3462e4999b,6,6,308.96000000000004,4.333333333333333,normal,recoverable
154bdf805377afea75a3bd158e9eab10,1,1,89.9,1.0,risk,almost_churn
1554a68530182680ad5c8b042c3ab563,31,24,2462.65,4.222222222222222,normal,recoverable
157c3e4b42f81ac4a44e8b1ca2fe9876,13,13,1272.0,4.285714285714286,normal,recoverable
1588ac4010787100dddef64568f0ae35,3,3,599.97,3.0,normal,low_active
15aac934c58d886785ac1b17953ea898,22,20,3734.0,4.043478260869565,normal,recoverable
15ac3c501e2599e4917316fde5c5669a,1,1,144.2,1.0,risk,almost_churn
15aec03fe4cf30dfa574cf550f5ff5ff,1,1,28.9,1.0,risk,almost_churn
15b3b1b81484422eb41df68ac87f1f50,2,2,78.35,1.0,risk,low_active
15cd6eefe58588619aaed41dfa6621b1,7,7,522.1,4.666666666666667,normal,recoverable
15ead3a5037a918ddb520dfe39a3d2b9,7,6,275.5,4.375,normal,recoverable
15fa791d5e017f66402dc28c44480657,8,7,1802.0,4.25,normal,recoverable
160851d3ece7aa1a510f8d1a4bb8a8af,2,2,102.05,5.0,risk,low_active
16090f2ca825584b5a147ab24aa30c86,32,25,4259.85,4.03125,normal,recoverable
160e4f13fd3a64b1b86807be88b5ffb0,4,4,886.0,4.25,normal,recoverable
164a5a8794e6d42e14f55e447b12a3bc,1,1,73.99,5.0,risk,almost_churn
165b1235e9e9942cb5fae67103576fb0,11,11,2085.15,4.3125,normal,recoverable
165fc07beebdcb6190fba8a06db2a449,41,36,15495.3,3.6923076923076925,normal,recoverable
1660ad786c27fd935378b6192a90b417,6,5,740.0,5.0,normal,recoverable
166e8f1381e09651983c38b1f6f91c11,2,2,78.8,5.0,risk,low_active
167fd940acebc789debd6eb418c46e38,4,4,777.68,2.5,normal,recoverable
1690cada046eb7e92c12f98b1f8a8167,11,11,1959.0,4.545454545454546,normal,recoverable
16bdc8cefd0e32a6f0824d296c5ad14a,1,1,41.76,5.0,risk,almost_churn
1703bc09972dab9782e7a9194943b69f,1,1,249.9,5.0,normal,almost_churn
1710c3aaa9c6b44ec3883ee0fe300e21,2,2,1188.9,5.0,normal,low_active
17306570e772e7718c92a562d33f5f1d,11,10,4584.6,4.214285714285714,normal,recoverable
173d56ffbd4c56cb80fc3615487d712b,2,2,358.0,5.0,normal,low_active
1746c1ae87ac63d530c7c943d0ac42e2,1,1,229.9,5.0,normal,almost_churn
1771297ac436903d1dd6b0e9279aa505,15,13,2293.2400000000002,4.6,normal,recoverable
1782ce2db72c3dda627d5e7c898104e1,3,3,653.8,4.5,normal,low_active
17908cf9b444ee34047cadd5c0f4a516,7,7,1514.99,4.428571428571429,normal,recoverable
17998cf586426bf0f2c3726cb0a4b211,2,2,69.8,4.0,risk,low_active
179d859f51292aac5c10806a356f7af9,18,14,404.46999999999997,4.315789473684211,normal,recoverable
17a053fcb14bd219540cbde0df490be0,37,30,12164.96,4.2272727272727275,normal,recoverable
17adeba047385fb0c67d8e90b4296d21,1,1,809.6999999999999,1.0,normal,almost_churn
17ca9b9e9b9ef8fdb529001b49ebb50f,43,38,3579.5,3.9215686274509802,normal,recoverable
17e34d8224d27a541263c4c64b11a56b,87,54,18376.920000000002,4.2444444444444445,normal,recoverable
17eea220a40cc0d2c0c5346379682398,4,3,1414.98,3.75,normal,recoverable
17f51e7198701186712e53a39c564617,23,21,19480.0,4.64,normal,recoverable
180c3376aff0e43dd5788709df48a843,5,4,4513.0,4.7,normal,recoverable
1835b56ce799e6a4dc4eddc053f04066,243,120,17338.09,3.422950819672131,normal,recoverable
1838dd9b8977065acf51d95e0053ea7a,25,24,1094.5,4.64,normal,recoverable
184725737946a1a938bbbd1a9e978103,3,3,359.70000000000005,4.666666666666667,normal,low_active
184a67a8f9f63234d3a92340bbdb727f,4,4,141.75,2.8333333333333335,risk,recoverable
186cdd1b2df32caa72cfb410bba768d3,6,6,1341.45,5.0,normal,recoverable
189ca3538ce9f920cacf0f982cbe223b,4,4,419.0,3.8,normal,recoverable
18a349e75d307f4b4cc646a691ed4216,29,22,2483.43,3.2564102564102564,normal,recoverable
18e694e0e48ed6f7aa3f24aade5fd697,31,23,701.54,4.676470588235294,normal,recoverable
1900267e848ceeba8fa32d80c1a5f5a8,109,78,7018.78,4.080536912751678,normal,recoverable
191d55f7edb8524d525ed01b20fe32e8,3,3,747.0,2.3333333333333335,normal,low_active
1927cdb9fa74f5270097f6250e8e8f34,1,1,120.0,5.0,risk,almost_churn
19484c79cef6c062cb177aa4ef2fcc3c,1,1,201.9,1.0,normal,almost_churn
1961c3e1272bfeceb05d0b78b5bbfdaf,3,3,896.0,3.75,normal,low_active
1967a9e2ad6f51802b093147d861df58,2,2,380.0,1.0,normal,low_active
1976a05ecf2996d6ffb7b5430e635fe7,6,6,1117.8,3.5,normal,recoverable
1987cd4be10fe09ee50454f9c354d1c6,14,12,2877.7,4.25,normal,recoverable
198c7ea11960a9844b544d9bcdca860c,19,16,1385.8100000000002,3.5789473684210527,normal,recoverable
1992f8fb6b19fcccd97ca819811e7267,1,1,28.8,1.0,risk,almost_churn
1996942dc085d7773ba77a529b163cd0,10,9,2943.51,3.9,normal,recoverable
19a7c9f66ffa6452ff4b4c0cca71da27,1,1,279.0,5.0,normal,almost_churn
19d62d484cba71963c93f0f00ab42013,1,1,139.9,4.0,risk,almost_churn
19e0f40a907ec568c34bfac15de4f4a1,3,3,133.5,5.0,risk,low_active
1a3df491d1c4f1589fc2b934ada68bf2,93,69,12317.0,4.041237113402062,normal,recoverable
1a6245add4353f18ed55138808906979,1,1,30.0,3.0,risk,almost_churn
1a8e2d9c38b84a9702ac7922924b0573,1,1,80.0,5.0,risk,almost_churn
1a932caad4f9d804097d7f8e615baed1,20,20,4661.0,3.566666666666667,normal,recoverable
1acde099eb406aa220b1169b188b42da,9,8,311.1,4.3,normal,recoverable
1b0b0f4f95e962d6f32fe90c759d0479,1,1,69.9,5.0,risk,almost_churn
